,MODEL,Region,Scenario,Year,Total_CO2,Total_GHG,TOTAL_CDR,CO2_Emissions,CUM_CO2,cumPopulation,CUM_CDR,GDP_cap,CUM_CDR_fair_share_by_GDP,CUM_CDR_fair_share_by_CUM_POP,CUM_CDR_model_vs_fair_share_by_CUM_POP,CUM_CDR_model_vs_fair_share_by_GDP
336,MESSAGE,EUR,SSP2-19,2050,460.68,1062.75,384.9,1447.64,255783.63,37585.98,6453.58,49.42,17544.27,10516.95,4063.37,11090.69
337,MESSAGE,EUR,SSP2-19,2060,-159.98,382.47,703.08,1085.55,268449.62,44346.68,11893.47,56.59,30491.39,18880.86,6987.39,18597.92
338,MESSAGE,EUR,SSP2-19,2070,-355.61,151.2,825.74,976.94,278762.08,51092.38,19537.56,65.51,51738.35,32182.96,12645.4,32200.79
339,MESSAGE,EUR,SSP2-19,2080,-524.07,-60.4,910.2,849.81,287895.81,57767.93,28217.27,75.15,82832.46,50732.67,22515.39,54615.18
340,MESSAGE,EUR,SSP2-19,2090,-669.06,-244.22,1008.86,764.64,295968.04,64333.78,37812.6,85.19,120952.64,72078.53,34265.93,83140.05
341,MESSAGE,EUR,SSP2-19,2100,-718.73,-330.25,1057.14,726.89,303425.67,70750.13,48142.62,96.63,162795.94,94336.41,46193.79,114653.32
342,MESSAGE,IND,SSP2-19,2020,2158.39,3678.08,124.46,3802.54,62575.62,36429.41,124.46,4.88,0,0,-124.46,-124.46
343,MESSAGE,IND,SSP2-19,2030,1462.03,2975.58,55.85,3031.43,96745.45,56073.96,1026.01,7.56,0,0,-1026.01,-1026.01
344,MESSAGE,IND,SSP2-19,2040,829.94,2297.31,97.77,2395.08,123878.03,77611.61,1794.15,10.68,0,0,-1794.15,-1794.15
345,MESSAGE,IND,SSP2-19,2050,427.74,1793.33,204.32,1997.64,145841.67,100679.81,3304.61,14.6,0,0,-3304.61,-3304.61
346,MESSAGE,IND,SSP2-19,2060,177.28,1399.39,443.36,1842.75,165043.65,124791.41,6542.99,19.49,0,0,-6542.99,-6542.99
347,MESSAGE,IND,SSP2-19,2070,-238.17,726.4,970.61,1697.01,182742.46,149374.11,13612.85,25.16,0,0,-13612.85,-13612.85
348,MESSAGE,IND,SSP2-19,2080,143.38,996.4,767.1,1763.5,200045.05,173915.71,22301.43,31.79,0,0,-22301.43,-22301.43
349,MESSAGE,IND,SSP2-19,2090,146.89,916.5,795.52,1712.02,217422.68,197996.46,30114.57,39.3,0,0,-30114.57,-30114.57
350,MESSAGE,IND,SSP2-19,2100,229.2,942.11,816.55,1758.66,234776.11,221298.71,38174.93,48.06,0,0,-38174.93,-38174.93
351,MESSAGE,AFR,SSP2-19,2020,2823.31,3881.89,122.32,4004.21,103099.89,21376.19,122.32,2.95,0,0,-122.32,-122.32
352,MESSAGE,AFR,SSP2-19,2030,1261.49,2218.16,200.01,2418.17,135211.82,32723.14,1734,4.29,0,0,-1734,-1734
353,MESSAGE,AFR,SSP2-19,2040,483,1378.59,369.78,1748.37,156044.54,46347.29,4582.94,5.84,0,0,-4582.94,-4582.94
354,MESSAGE,AFR,SSP2-19,2050,-118.88,743.85,600.11,1343.96,171506.2,62201.94,9432.37,8.19,0,0,-9432.37,-9432.37
355,MESSAGE,AFR,SSP2-19,2060,-646.73,182.08,1057.93,1240.02,184426.08,80081.09,17722.57,11.72,0,0,-17722.57,-17722.57
356,MESSAGE,AFR,SSP2-19,2070,-1707.2,-920.82,2005.02,1084.2,196047.16,99687.59,33037.32,17.16,0,0,-33037.32,-33037.32
357,MESSAGE,AFR,SSP2-19,2080,-2683.24,-1943.75,2977.78,1034.03,206638.31,120705.69,57951.31,24.31,0,0,-57951.31,-57951.31
358,MESSAGE,AFR,SSP2-19,2090,-2655.52,-1953.36,2909.45,956.09,216588.91,142789.89,87387.43,33.52,0,0,-87387.43,-87387.43
359,MESSAGE,AFR,SSP2-19,2100,-2642.39,-1938.45,2984.52,1046.07,226599.71,165593.34,116857.26,44.58,0,0,-116857.26,-116857.26
360,MESSAGE,RUS,SSP2-19,2020,2749.94,3608.58,13.54,3622.13,120570.66,8727.46,13.54,16.63,66.87,209.2,195.66,53.32
361,MESSAGE,RUS,SSP2-19,2030,1505.43,2146.89,42.93,2189.82,149630.41,11538.36,295.94,22.92,951.22,2949.04,2653.1,655.28
362,MESSAGE,RUS,SSP2-19,2040,562.05,1090.35,104.2,1194.54,166552.24,14338.86,1031.59,28.73,2498.3,7017.96,5986.38,1466.71
363,MESSAGE,RUS,SSP2-19,2050,182.69,590.86,198.66,789.52,176472.54,17121.91,2545.85,33.59,4756.76,13222.32,10676.48,2210.92
364,MESSAGE,RUS,SSP2-19,2060,-183.98,141.89,445.22,587.11,183355.67,19874.91,5765.22,39.01,8363.75,23515.52,17750.3,2598.53
365,MESSAGE,RUS,SSP2-19,2070,-349.85,-47.36,553.55,506.19,188822.15,22579.26,10759.07,46.33,14318.57,39741.82,28982.76,3559.5
366,MESSAGE,RUS,SSP2-19,2080,-432.18,-151.62,615.71,464.09,193673.56,25216.91,16605.37,53.3,23010.47,62231.43,45626.06,6405.09
367,MESSAGE,RUS,SSP2-19,2090,-515.3,-252.81,694.42,441.61,198202.08,27772.21,23156.04,60.86,33566.91,88327.96,65171.92,10410.87
368,MESSAGE,RUS,SSP2-19,2100,-534.71,-286.95,721.69,434.73,202583.81,30235.46,30236.58,69.18,45051.8,115947.53,85710.95,14815.22
369,MESSAGE,LAM,SSP2-19,2020,3778.11,5210.1,349.51,5559.61,130238.14,17168.65,349.51,14.47,0,74.8,-274.71,-349.51
370,MESSAGE,LAM,SSP2-19,2030,1350.38,2720.94,675.8,3396.74,175019.84,23835.25,5476.03,18.47,0,1132.09,-4343.94,-5476.03
371,MESSAGE,LAM,SSP2-19,2040,95.47,1230.17,932.51,2162.68,202816.93,30903.5,13517.57,22.44,0,2717.56,-10800.01,-13517.57
372,MESSAGE,LAM,SSP2-19,2050,-792.3,231.43,1380.69,1612.12,221690.93,38222.9,25083.56,27.21,2874.04,5290.99,-19792.57,-22209.52
373,MESSAGE,LAM,SSP2-19,2060,-1755.65,-823.21,2026.99,1203.78,235770.44,45639.7,42121.97,33.65,11089.7,9759.28,-32362.69,-31032.27
374,MESSAGE,LAM,SSP2-19,2070,-2468.34,-1621.59,2585.46,963.87,246608.7,53023.1,65184.26,41.15,25388.48,16800.46,-48383.8,-39795.78
375,MESSAGE,LAM,SSP2-19,2080,-5088.99,-4316.32,5203.22,886.91,255862.59,60279.15,104127.69,49.74,47259.63,26677.53,-77450.16,-56868.06
376,MESSAGE,LAM,SSP2-19,2090,-5684.81,-4958.64,5762.63,803.99,264317.09,67337.9,158956.96,60.39,75382.37,38509.54,-120447.42,-83574.59
377,MESSAGE,LAM,SSP2-19,2100,-5680.3,-4994.25,5738.72,744.48,272059.42,74156.8,216463.73,73.13,107998.57,51187.75,-165275.98,-108465.16
378,MESSAGE,MEA,SSP2-19,2020,2992.6,3604.75,8.08,3612.83,90486.72,11776.72,8.08,0,,54.93,46.85,
379,MESSAGE,MEA,SSP2-19,2030,2753.44,3329.51,6.95,3336.46,125233.19,17218.22,83.22,0,0,773.47,690.25,-83.22
380,MESSAGE,MEA,SSP2-19,2040,2167.56,2689.9,15.8,2705.71,155444.04,23363.57,196.98,0,0,2222.28,2025.29,-196.98
381,MESSAGE,MEA,SSP2-19,2050,1269.93,1676.06,16.77,1692.83,177436.73,30124.67,359.84,0,0,4551.84,4192,-359.84
382,MESSAGE,MEA,SSP2-19,2060,1004.48,1367.53,17.81,1385.34,192827.61,37376.47,532.74,0,0,7931.26,7398.52,-532.74
383,MESSAGE,MEA,SSP2-19,2070,719.68,1043.31,19.9,1063.21,205070.37,44968.57,721.31,0,0,12663.07,11941.76,-721.31
384,MESSAGE,MEA,SSP2-19,2080,732.37,1022.94,20.28,1043.22,215602.5,52755.37,922.19,0,0,18440.62,17518.44,-922.19
385,MESSAGE,MEA,SSP2-19,2090,688.66,945.26,21.76,967.02,225653.69,60610.42,1132.37,0,0,24706.73,23574.36,-1132.37
386,MESSAGE,MEA,SSP2-19,2100,696.36,933.06,22.99,956.05,235269.05,68439.12,1356.11,0,0,30837.41,29481.29,-1356.11
387,MESSAGE,USA,SSP2-19,2020,6467.52,7920.83,116.12,8036.95,211688.97,9227.42,116.12,54.26,292.46,486.35,370.23,176.34
388,MESSAGE,USA,SSP2-19,2030,4099.46,5208.39,123.85,5332.23,278534.87,13142.67,1315.95,61.66,3861.15,7357.95,6041.99,2545.2
389,MESSAGE,USA,SSP2-19,2040,2262.01,3104.51,325.16,3429.67,322344.39,17327.22,3560.97,66.89,9601.28,18102.28,14541.31,6040.31
390,MESSAGE,USA,SSP2-19,2050,664.28,1404.85,499.63,1904.48,349015.14,21746.62,7684.91,71.3,17547.71,34355.65,26670.75,9862.8
391,MESSAGE,USA,SSP2-19,2060,-192.69,511,880.83,1391.83,365496.69,26381.27,14587.21,75.51,29804.16,60372.64,45785.43,15216.95
392,MESSAGE,USA,SSP2-19,2070,-1087.6,-434.68,1603.52,1168.84,378300.03,31215.62,27008.97,79.89,49130.3,100536.38,73527.42,22121.34
393,MESSAGE,USA,SSP2-19,2080,-1189.36,-587.57,1846.03,1258.46,390436.49,36209.77,44256.71,84.43,76271.04,155579.54,111322.83,32014.33
394,MESSAGE,USA,SSP2-19,2090,-1540.95,-1000.4,2076.09,1075.68,402107.2,41305.57,63867.28,89.16,108326.95,218543.36,154676.08,44459.66
395,MESSAGE,USA,SSP2-19,2100,-1702.04,-1213.47,2209.89,996.41,412467.67,46445.17,85297.14,94.37,142196.09,283161.24,197864.1,56898.95
396,MESSAGE,World,SSP2-19,2020,40931.32,53516.94,989.5,54506.44,1250216.09,201575.44,989.5,14.58,,0,-989.5,
397,MESSAGE,World,SSP2-19,2030,23633.13,34094.35,1798.36,35892.71,1702211.83,280941.64,14928.81,18.8,0,0,-14928.81,-14928.81
398,MESSAGE,World,SSP2-19,2040,11524.13,20614.54,2655.62,23270.16,1998026.18,366187.19,37198.72,22.66,0,0,-37198.72,-37198.72
399,MESSAGE,World,SSP2-19,2050,3778.92,11928.97,4353.47,16282.44,2195789.15,455968.34,72244.14,26.78,0,0,-72244.14,-72244.14
400,MESSAGE,World,SSP2-19,2060,-1510.68,5861.83,7361.36,13223.19,2343317.28,548737.39,130818.3,31.53,0,0,-130818.3,-130818.3
401,MESSAGE,World,SSP2-19,2070,-6540.37,9.37,11385.31,11394.68,2466406.63,642945.29,224551.65,37.37,0,0,-224551.65,-224551.65
402,MESSAGE,World,SSP2-19,2080,-10608.86,-4691.29,15196.12,10504.84,2575904.21,737265.99,357458.81,44.2,0,0,-357458.81,-357458.81
403,MESSAGE,World,SSP2-19,2090,-12410.88,-7018.72,16415.99,9397.27,2675414.74,830572.04,515519.4,52.11,0,0,-515519.4,-515519.4
404,MESSAGE,World,SSP2-19,2100,-13048.89,-8018.23,17341.11,9322.88,2769015.51,922003.89,684304.93,61.45,0,0,-684304.93,-684304.93
405,MESSAGE,CHN,SSP2-26,2020,10024.95,12913.95,160.68,13074.63,246136.48,40474.82,160.68,15.6,348.88,0,-160.68,188.2
406,MESSAGE,CHN,SSP2-26,2030,7539.93,9968,496.03,10464.03,363829.79,55620.42,3444.22,25.3,4954.64,518.6,-2925.62,1510.42
407,MESSAGE,CHN,SSP2-26,2040,5490.72,7772.85,589.14,8362,457959.93,70632.47,8870.07,33.76,12883.3,2210.1,-6659.97,4013.24
408,MESSAGE,CHN,SSP2-26,2050,2969.11,5098.6,737.11,5835.71,528948.45,85085.32,15501.31,41.69,24698.81,5721.47,-9779.84,9197.51
409,MESSAGE,CHN,SSP2-26,2060,1342.32,3235.03,1017.27,4252.3,579388.47,98651.27,24273.18,48.92,43107.33,12342.13,-11931.05,18834.15
410,MESSAGE,CHN,SSP2-26,2070,-221.98,1551.08,1719.4,3270.49,617002.39,111148.62,37956.54,56.46,72071.4,24358.02,-13598.52,34114.86
411,MESSAGE,CHN,SSP2-26,2080,-825.04,805.75,1879.14,2684.89,646779.27,122526.37,55949.25,64.1,112068.41,44168.33,-11780.93,56119.16
412,MESSAGE,CHN,SSP2-26,2090,-1241.95,178.95,2020.1,2199.05,671198.95,132807.82,75445.45,71.82,156697.19,71143.24,-4302.21,81251.74
413,MESSAGE,CHN,SSP2-26,2100,-1497.53,-212.4,2120.76,1908.36,691736,142091.97,96149.78,80.09,201621.2,103706.66,7556.88,105471.43
414,MESSAGE,EUR,SSP2-26,2020,4236.69,5429.88,120.84,5550.72,162494.33,17824.43,120.84,32.41,305.03,169.99,49.15,184.19
415,MESSAGE,EUR,SSP2-26,2030,3574.61,4557.02,143.48,4700.51,213750.46,24270.88,1442.44,37.57,3576.74,2089.94,647.49,2134.3
416,MESSAGE,EUR,SSP2-26,2040,2793.58,3573.36,217.1,3790.46,256205.29,30875.13,3245.35,43.51,8362.96,4579.6,1334.25,5117.61
417,MESSAGE,EUR,SSP2-26,2050,1999.81,2729.28,305.07,3034.36,290329.37,37585.98,5856.21,50.15,15192.32,8526.35,2670.14,9336.11
418,MESSAGE,EUR,SSP2-26,2060,1315.28,2020.3,474.8,2495.1,317976.65,44346.68,9755.59,57.79,26215.98,15393.07,5637.48,16460.4
419,MESSAGE,EUR,SSP2-26,2070,707.97,1375.94,612.23,1988.17,340393,51092.38,15190.77,66.73,44890.76,26727.1,11536.33,29700
420,MESSAGE,EUR,SSP2-26,2080,206.31,829.41,760.78,1590.19,358284.81,57767.93,22055.84,76.49,72978.25,42986.81,20930.97,50922.41
421,MESSAGE,EUR,SSP2-26,2090,-138.99,438.15,870.97,1309.12,372781.4,64333.78,30214.6,86.94,107317.82,61807.85,31593.25,77103.23
422,MESSAGE,EUR,SSP2-26,2100,-329.64,200.41,922.76,1123.16,384942.84,70750.13,39183.23,98.72,145338.3,81473.57,42290.33,106155.06
423,MESSAGE,IND,SSP2-26,2020,2147.28,3664.13,124.46,3788.58,62540.74,36429.41,124.46,4.9,0,0,-124.46,-124.46
424,MESSAGE,IND,SSP2-26,2030,2615.54,4293.9,25.9,4319.8,103082.66,56073.96,876.24,7.65,0,0,-876.24,-876.24
425,MESSAGE,IND,SSP2-26,2040,2240.3,3960.52,62.15,4022.66,144794.99,77611.61,1316.45,10.95,0,0,-1316.45,-1316.45
426,MESSAGE,IND,SSP2-26,2050,1594.1,3385.6,184.85,3570.45,182760.54,100679.81,2551.41,15.03,0,0,-2551.41,-2551.41
427,MESSAGE,IND,SSP2-26,2060,1331.3,3092.5,426.6,3519.1,218208.29,124791.41,5608.67,20.1,0,0,-5608.67,-5608.67
428,MESSAGE,IND,SSP2-26,2070,847.5,2524.86,871.59,3396.45,252786.06,149374.11,12099.64,26.19,0,0,-12099.64,-12099.64
429,MESSAGE,IND,SSP2-26,2080,1063.48,2485.81,666.4,3152.21,285529.39,173915.71,19789.61,33.4,0,0,-19789.61,-19789.61
430,MESSAGE,IND,SSP2-26,2090,1087.48,2318.22,747.18,3065.4,316617.44,197996.46,26857.54,41.64,0,0,-26857.54,-26857.54
431,MESSAGE,IND,SSP2-26,2100,1209.63,2270.87,762.61,3033.49,347111.87,221298.71,34406.51,51.11,0,0,-34406.51,-34406.51
432,MESSAGE,AFR,SSP2-26,2020,2829.37,3890.17,122.27,4012.44,103120.45,21376.19,122.27,2.98,0,0,-122.27,-122.27
433,MESSAGE,AFR,SSP2-26,2030,2258.65,3314.14,195.52,3509.66,140730.93,32723.14,1711.2,4.24,0,0,-1711.2,-1711.2
434,MESSAGE,AFR,SSP2-26,2040,1421,2456.68,321.8,2778.48,172171.62,46347.29,4297.79,5.83,0,0,-4297.79,-4297.79
435,MESSAGE,AFR,SSP2-26,2050,617.78,1642.02,505.51,2147.53,196801.65,62201.94,8434.33,8.37,0,0,-8434.33,-8434.33
436,MESSAGE,AFR,SSP2-26,2060,-107.59,916.26,887.89,1804.15,216560.03,80081.09,15401.3,12.21,0,0,-15401.3,-15401.3
437,MESSAGE,AFR,SSP2-26,2070,-928.42,82.74,1854.9,1937.63,235268.92,99687.59,29115.22,17.79,0,0,-29115.22,-29115.22
438,MESSAGE,AFR,SSP2-26,2080,-1982.25,-1024.86,2913.37,1888.51,254399.61,120705.69,52956.54,25.34,0,0,-52956.54,-52956.54
439,MESSAGE,AFR,SSP2-26,2090,-1936.69,-1034.76,2777.49,1742.73,272555.81,142789.89,81410.83,35.01,0,0,-81410.83,-81410.83
440,MESSAGE,AFR,SSP2-26,2100,-2117.58,-1204.5,2908,1703.51,289787.01,165593.34,109838.32,46.91,0,0,-109838.32,-109838.32
441,MESSAGE,RUS,SSP2-26,2020,2752.61,3610.65,13.54,3624.19,120575.82,8727.46,13.54,16.66,69.44,217.33,203.79,55.91
442,MESSAGE,RUS,SSP2-26,2030,2244.68,3019.54,24.58,3044.12,153917.38,11538.36,204.12,23.4,895.97,2766.13,2562.01,691.85
443,MESSAGE,RUS,SSP2-26,2040,1755.38,2480.07,61.67,2541.74,181846.67,14338.86,635.36,29.92,2232.33,6181.62,5546.26,1596.97
444,MESSAGE,RUS,SSP2-26,2050,1097.09,1755.53,165.16,1920.69,204158.81,17121.91,1769.53,34.77,4185.88,11495.57,9726.04,2416.35
445,MESSAGE,RUS,SSP2-26,2060,676.84,1211.95,284.3,1496.25,221243.5,19874.91,4016.84,40.54,7314.2,20373.81,16356.97,3297.36
446,MESSAGE,RUS,SSP2-26,2070,288.14,799.83,373.03,1172.85,234589,22579.26,7303.45,47.65,12615.22,34833.85,27530.4,5311.78
447,MESSAGE,RUS,SSP2-26,2080,67.2,518.26,472.83,991.08,245408.68,25216.91,11532.72,54.67,20534.09,55744.14,44211.42,9001.37
448,MESSAGE,RUS,SSP2-26,2090,-140.64,253.49,566.8,820.28,254465.53,27772.21,16730.85,62.57,30116.02,80368.54,63637.69,13385.17
449,MESSAGE,RUS,SSP2-26,2100,-269.1,78.57,650.81,729.38,262213.83,30235.46,22818.88,71.16,40625.67,106771.18,83952.3,17806.8
450,MESSAGE,LAM,SSP2-26,2020,3703.35,5162.68,348.97,5511.65,130118.25,17168.65,348.97,14.45,0,77.42,-271.54,-348.97
451,MESSAGE,LAM,SSP2-26,2030,2778.81,4316.85,543.41,4860.27,181977.82,23835.25,4810.86,18.48,0,1105.61,-3705.25,-4810.86
452,MESSAGE,LAM,SSP2-26,2040,1438.47,2870.76,818.98,3689.74,224727.83,30903.5,11622.8,22.88,0,2538.2,-9084.59,-11622.8
453,MESSAGE,LAM,SSP2-26,2050,159.55,1436.41,1126.56,2562.97,255991.39,38222.9,21350.5,28.02,2510.48,4515.06,-16835.44,-18840.01
454,MESSAGE,LAM,SSP2-26,2060,-661.86,499.89,1715.29,2215.18,279882.14,45639.7,35559.75,34.52,9561.09,7735.54,-27824.21,-25998.66
455,MESSAGE,LAM,SSP2-26,2070,-1723.33,-657.14,2784.9,2127.76,301596.82,53023.1,58060.68,41.8,22136.5,13605.33,-44455.35,-35924.18
456,MESSAGE,LAM,SSP2-26,2080,-4089.89,-3122.13,4638.62,1516.5,319818.08,60279.15,95178.3,50.07,41744.57,22403.66,-72774.64,-53433.73
457,MESSAGE,LAM,SSP2-26,2090,-4670.05,-3769.89,4987.5,1217.61,333488.62,67337.9,143308.94,60.2,66627.89,32151.23,-111157.71,-76681.04
458,MESSAGE,LAM,SSP2-26,2100,-5067.33,-4228.13,5177.75,949.62,344324.79,74156.8,194135.23,71.86,95347.06,41834.85,-152300.38,-98788.17
459,MESSAGE,MEA,SSP2-26,2020,2989.21,3599.22,8.08,3607.3,90472.89,11776.72,8.08,0,,57.09,49.02,
460,MESSAGE,MEA,SSP2-26,2030,3256.57,3863.32,4.94,3868.26,127850.65,17218.22,73.15,0,0,676.42,603.27,-73.15
461,MESSAGE,MEA,SSP2-26,2040,3223.86,3817.89,15.8,3833.69,166360.4,23363.57,176.83,0,0,1690.73,1513.91,-176.83
462,MESSAGE,MEA,SSP2-26,2050,2494.19,3021.32,16.72,3038.04,200719.05,30124.67,339.41,0,0,3448.81,3109.4,-339.41
463,MESSAGE,MEA,SSP2-26,2060,2161.99,2640.97,17.56,2658.53,229201.9,37376.47,510.8,0,0,6333.86,5823.07,-510.8
464,MESSAGE,MEA,SSP2-26,2070,1745.09,2193.35,18.21,2211.56,253552.39,44968.57,689.66,0,0,10928.55,10238.9,-689.66
465,MESSAGE,MEA,SSP2-26,2080,1492.4,1909.05,18.85,1927.89,274249.68,52755.37,874.95,0,0,17259.98,16385.03,-874.95
466,MESSAGE,MEA,SSP2-26,2090,1248.69,1630.09,20.45,1650.54,292141.84,60610.42,1071.42,0,0,24330.82,23259.4,-1071.42
467,MESSAGE,MEA,SSP2-26,2100,1073.92,1420.11,20.45,1440.56,307597.35,68439.12,1275.93,0,0,31113.18,29837.25,-1275.93
468,MESSAGE,USA,SSP2-26,2020,6441.25,7896.9,136.93,8033.84,211681.19,9227.42,136.93,54.33,303.54,505.06,368.13,166.61
469,MESSAGE,USA,SSP2-26,2030,5512.61,6735.76,183.92,6919.68,286448.8,13142.67,1741.21,62.01,3619.62,6917.18,5175.96,1878.41
470,MESSAGE,USA,SSP2-26,2040,4270.87,5280.96,224.32,5505.29,348573.65,17327.22,3782.45,67.78,8474.62,15779.85,11997.4,4692.17
471,MESSAGE,USA,SSP2-26,2050,2796.6,3655.7,387.6,4043.3,396316.58,21746.62,6842.07,72.48,15197.5,29104.64,22262.57,8355.44
472,MESSAGE,USA,SSP2-26,2060,1447.96,2304.45,729.12,3033.57,431700.92,26381.27,12425.64,76.85,25619.34,50666.43,38240.79,13193.69
473,MESSAGE,USA,SSP2-26,2070,312.6,1200.77,1155.79,2356.56,458651.57,31215.62,21850.18,81.72,42617.71,84905.65,63055.47,20767.53
474,MESSAGE,USA,SSP2-26,2080,-538.11,358.85,1554.46,1913.31,480000.93,36209.77,35401.42,86.51,67271.89,133061.18,97659.76,31870.47
475,MESSAGE,USA,SSP2-26,2090,-1006.36,-141.65,1893.83,1752.18,498328.37,41305.57,52642.89,91.59,96342.23,188326.39,135683.5,43699.35
476,MESSAGE,USA,SSP2-26,2100,-1357.64,-587.93,2105.07,1517.14,514674.99,46445.17,72637.4,97.26,127347.04,246406.73,173769.33,54709.63
477,MESSAGE,World,SSP2-26,2020,40656.97,53263.18,1026.89,54290.08,1249675.19,201575.44,1026.89,14.61,,0,-1026.89,
478,MESSAGE,World,SSP2-26,2030,34541.6,46279.12,1582.5,47861.62,1760433.68,280941.64,14073.87,18.97,0,0,-14073.87,-14073.87
479,MESSAGE,World,SSP2-26,2040,26305.61,37175.96,2198.75,39374.71,2196615.31,366187.19,32980.11,23.09,0,0,-32980.11,-32980.11
480,MESSAGE,World,SSP2-26,2050,16330.6,26528.38,3767.61,30296,2544968.81,455968.34,62811.9,27.41,0,0,-62811.9,-62811.9
481,MESSAGE,World,SSP2-26,2060,9247.85,18801.69,6238.97,25040.66,2821652.11,548737.39,112844.84,32.41,0,0,-112844.84,-112844.84
482,MESSAGE,World,SSP2-26,2070,2010.28,11168.63,10263.76,21432.39,3054017.39,642945.29,195358.5,38.49,0,0,-195358.5,-195358.5
483,MESSAGE,World,SSP2-26,2080,-4045.77,4393.24,13789.36,18182.61,3252092.39,737265.99,315624.1,45.61,0,0,-315624.1,-315624.1
484,MESSAGE,World,SSP2-26,2090,-6495.75,1173.99,14711.43,15885.42,3422432.53,830572.04,458128.06,54.01,0,0,-458128.06,-458128.06
485,MESSAGE,World,SSP2-26,2100,-8357.28,-1348.17,15924.19,14576.02,3574739.73,922003.89,611306.16,63.9,0,0,-611306.16,-611306.16
486,MESSAGE,CHN,LowEnergyDemand,2020,8612.74,11346.4,176.72,11523.12,242257.69,40474.82,176.72,15.72,208.5,0,-176.72,31.78
487,MESSAGE,CHN,LowEnergyDemand,2030,2360.8,3799.38,278.89,4078.27,320264.65,55620.42,2454.75,25.62,3594.45,0,-2454.75,1139.7
488,MESSAGE,CHN,LowEnergyDemand,2040,935.03,2225.07,409.56,2634.63,353829.17,70632.47,5897.01,34.21,9660.25,0,-5897.01,3763.24
489,MESSAGE,CHN,LowEnergyDemand,2050,169.63,1363.05,541.1,1904.15,376523.08,85085.32,10650.31,42.37,17718.97,269.82,-10380.48,7068.66
490,MESSAGE,CHN,LowEnergyDemand,2060,-128.71,934.44,608.21,1542.65,393757.06,98651.27,16396.83,49.81,28304.98,2263.29,-14133.54,11908.15
491,MESSAGE,CHN,LowEnergyDemand,2070,-396.36,545.09,702.25,1247.34,407707.01,111148.62,22949.12,57.64,41040.16,6245.15,-16703.97,18091.04
492,MESSAGE,CHN,LowEnergyDemand,2080,-366.47,486.63,619.48,1106.11,419474.27,122526.37,29557.77,65.61,54526.79,12161.43,-17396.34,24969.02
493,MESSAGE,CHN,LowEnergyDemand,2090,-408.9,368.4,624.46,992.85,429969.09,132807.82,35777.48,73.96,68485.66,19979.21,-15798.27,32708.18
494,MESSAGE,CHN,LowEnergyDemand,2100,-451.03,260.71,627.64,888.36,439375.13,142091.97,42038,82.65,82461.71,29376.63,-12661.36,40423.71
495,MESSAGE,EUR,LowEnergyDemand,2020,3780.96,5043.55,48.52,5092.07,161347.72,17824.43,48.52,32.58,181.93,99.88,51.36,133.4
496,MESSAGE,EUR,LowEnergyDemand,2030,1778.38,2680.1,119.46,2799.56,200805.9,24270.88,888.46,37.96,2536.41,1535.61,647.15,1647.95
497,MESSAGE,EUR,LowEnergyDemand,2040,721.1,1493.57,146.14,1639.71,223002.25,30875.13,2216.48,44.06,6198.76,3851.66,1635.17,3982.28
498,MESSAGE,EUR,LowEnergyDemand,2050,166.83,751.34,194.85,946.18,235931.71,37585.99,3921.42,50.87,10851.35,7138.87,3217.44,6929.93
499,MESSAGE,EUR,LowEnergyDemand,2060,-81.16,500.66,252.06,752.72,244426.24,44346.69,6155.97,58.73,17161.43,11670.03,5514.06,11005.45
500,MESSAGE,EUR,LowEnergyDemand,2070,-182.64,397.18,274.91,672.09,251550.32,51092.39,8790.86,68.09,25306.78,17347.46,8556.6,16515.92
501,MESSAGE,EUR,LowEnergyDemand,2080,-243.43,330.16,311.85,642.01,258120.81,57767.94,11724.64,78.2,34721.06,23467.52,11742.88,22996.41
502,MESSAGE,EUR,LowEnergyDemand,2090,-265.07,304.26,325.01,629.27,264477.2,64333.79,14908.92,89.15,45446.44,30097.12,15188.19,30537.52
503,MESSAGE,EUR,LowEnergyDemand,2100,-285.91,276.01,343.86,619.87,270722.9,70750.14,18253.28,101.36,57202.43,37092.86,18839.58,38949.15
504,MESSAGE,IND,LowEnergyDemand,2020,2770.36,4331.56,39.61,4371.17,63997.2,36429.41,39.61,4.94,0,0,-39.61,-39.61
505,MESSAGE,IND,LowEnergyDemand,2030,1740.45,3027.54,40.12,3067.66,101191.36,56073.96,438.24,7.74,0,0,-438.24,-438.24
506,MESSAGE,IND,LowEnergyDemand,2040,1100.06,2320.45,57.3,2377.75,128418.43,77611.61,925.33,11.17,0,0,-925.33,-925.33
507,MESSAGE,IND,LowEnergyDemand,2050,641.94,1864.94,76.88,1941.82,150016.28,100679.81,1596.2,15.38,0,0,-1596.2,-1596.2
508,MESSAGE,IND,LowEnergyDemand,2060,256.24,1438.43,184.17,1622.6,167838.36,124791.41,2901.47,20.57,0,0,-2901.47,-2901.47
509,MESSAGE,IND,LowEnergyDemand,2070,65.71,1122.82,167.31,1290.13,182402.01,149374.11,4658.89,26.91,0,0,-4658.89,-4658.89
510,MESSAGE,IND,LowEnergyDemand,2080,22.07,1053.15,150.76,1203.92,194872.23,173915.71,6249.25,34.36,0,0,-6249.25,-6249.25
511,MESSAGE,IND,LowEnergyDemand,2090,24.87,1025.93,145.32,1171.25,206748.05,197996.46,7729.65,42.97,0,0,-7729.65,-7729.65
