,MODEL,Region,Scenario,Year,Total_CO2,Total_GHG,TOTAL_CDR,CO2_Emissions,CUM_CO2,cumPopulation,CUM_CDR,GDP_cap,CUM_CDR_fair_share_by_GDP,CUM_CDR_fair_share_by_CUM_POP,CUM_CDR_model_vs_fair_share_by_CUM_POP,CUM_CDR_model_vs_fair_share_by_GDP
0,IMAGE,CHN,SSP1-19-SPA0-V17,2020,8231.71,10271.13,209.6,10480.73,248309.78,40314.61,209.6,17.53,479.07,15.67,-193.94,269.47
1,IMAGE,CHN,SSP1-19-SPA0-V17,2030,5564.85,6916.58,649.54,7566.12,338544.05,54371.62,4505.34,32.7,10360.93,1902.85,-2602.48,5855.59
2,IMAGE,CHN,SSP1-19-SPA0-V17,2040,1181.27,2246.08,1097.12,3343.2,393090.66,68118.6,13238.67,49.73,32220.38,7503.97,-5734.7,18981.71
3,IMAGE,CHN,SSP1-19-SPA0-V17,2050,25.23,955.49,1232.73,2188.22,420747.76,81182.16,24887.94,64.57,61187.9,15339.27,-9548.67,36299.96
4,IMAGE,CHN,SSP1-19-SPA0-V17,2060,-518.1,304.02,1475.25,1779.27,440585.18,93269.73,38427.84,75.57,94601.25,26294.98,-12132.86,56173.42
5,IMAGE,CHN,SSP1-19-SPA0-V17,2070,-672.88,92.16,1541.21,1633.37,457648.35,104205.43,53510.14,84.71,134911.91,41605.92,-11904.21,81401.78
6,IMAGE,CHN,SSP1-19-SPA0-V17,2080,-940.3,-224.75,1594.94,1370.2,472666.17,113925.77,69190.92,92.27,181780.1,61956.47,-7234.45,112589.18
7,IMAGE,CHN,SSP1-19-SPA0-V17,2090,-978.94,-323.94,1506.92,1182.98,485432.08,122424.03,84700.26,99.9,233857.31,87169.66,2469.4,149157.05
8,IMAGE,CHN,SSP1-19-SPA0-V17,2100,-1178.83,-561.34,1603.11,1041.77,496555.85,129702.7,100250.43,108.66,291956.9,118292.93,18042.5,191706.47
9,IMAGE,IND,SSP1-19-SPA0-V17,2020,1970.5,2861.91,44.08,2905.99,60334.25,35150.27,44.08,5.04,0,0,-44.08,-44.08
10,IMAGE,IND,SSP1-19-SPA0-V17,2030,1266.66,2010.75,215.55,2226.3,85995.71,49134.75,1342.24,9.03,0,0,-1342.24,-1342.24
11,IMAGE,IND,SSP1-19-SPA0-V17,2040,450.47,1103.12,269.88,1373.01,103992.26,63924.41,3769.41,15.45,0,0,-3769.41,-3769.41
12,IMAGE,IND,SSP1-19-SPA0-V17,2050,247.34,858.71,368.48,1227.2,116993.28,79167.63,6961.25,23.6,0,0,-6961.25,-6961.25
13,IMAGE,IND,SSP1-19-SPA0-V17,2060,90.79,695.41,454.15,1149.56,128877.05,94473.29,11074.4,32.9,0,0,-11074.4,-11074.4
14,IMAGE,IND,SSP1-19-SPA0-V17,2070,37.83,620.3,457.44,1077.73,140013.51,109437.02,15632.32,42.95,0,0,-15632.32,-15632.32
15,IMAGE,IND,SSP1-19-SPA0-V17,2080,-209.08,352.81,617.97,970.78,150256.09,123679.36,21009.36,53.31,0,0,-21009.36,-21009.36
16,IMAGE,IND,SSP1-19-SPA0-V17,2090,-118.72,416.66,468.63,885.29,159536.44,136885.19,26442.36,64.34,0,0,-26442.36,-26442.36
17,IMAGE,IND,SSP1-19-SPA0-V17,2100,-447.78,66.42,749.14,815.57,168040.71,148839.77,32531.21,75.88,0,0,-32531.21,-32531.21
18,IMAGE,RUS,SSP1-19-SPA0-V17,2020,1523.32,1909.19,144.68,2053.87,84119.14,4988.09,144.68,18.81,57.42,211.78,67.1,-87.26
19,IMAGE,RUS,SSP1-19-SPA0-V17,2030,933.28,1170.17,311.24,1481.4,101795.51,6546.11,2424.26,27.78,1031.57,3937.19,1512.93,-1392.69
20,IMAGE,RUS,SSP1-19-SPA0-V17,2040,382.6,577.29,477.45,1054.74,114476.21,8068.7,6367.69,38.12,2964.05,10993.19,4625.51,-3403.64
21,IMAGE,RUS,SSP1-19-SPA0-V17,2050,-99.96,81.06,735.45,816.51,123832.43,9550.81,12432.18,45.48,5378.26,20986.59,8554.42,-7053.92
22,IMAGE,RUS,SSP1-19-SPA0-V17,2060,-523.61,-358.24,1045.7,687.46,131352.26,10979.99,21337.93,51.93,8132.35,33748.37,12410.44,-13205.58
23,IMAGE,RUS,SSP1-19-SPA0-V17,2070,-515.27,-356.3,978.08,621.78,137898.47,12342.07,31456.82,59.08,11625.47,50089.05,18632.23,-19831.35
24,IMAGE,RUS,SSP1-19-SPA0-V17,2080,-725.35,-584.4,1144.96,560.56,143810.2,13620.89,42072.03,64.85,15958.43,70549.36,28477.33,-26113.6
25,IMAGE,RUS,SSP1-19-SPA0-V17,2090,-780.73,-646.73,1170.03,523.3,149229.51,14801.41,53646.98,71.31,21102.03,95098.03,41451.05,-32544.95
26,IMAGE,RUS,SSP1-19-SPA0-V17,2100,-403.32,-279.48,802.14,522.66,154459.33,15875.86,63507.83,78.61,23877.9,124773.25,61265.42,-39629.93
27,IMAGE,USA,SSP1-19-SPA0-V17,2020,4132.17,5097.89,742.2,5840.09,206196.82,9143.13,742.2,48.14,320.21,592.56,-149.64,-422
28,IMAGE,USA,SSP1-19-SPA0-V17,2030,1351.39,1994.12,1207.08,3201.21,251403.3,12715.09,10488.62,57.1,5286.19,10908.56,419.93,-5202.43
29,IMAGE,USA,SSP1-19-SPA0-V17,2040,-72.75,519.92,1658.26,2178.17,278300.2,16552.64,24815.32,65.07,14314.47,29017.61,4202.29,-10500.85
30,IMAGE,USA,SSP1-19-SPA0-V17,2050,-257.15,279.11,1246.58,1525.69,296819.5,20631.78,39339.49,71.27,25178.53,52900.41,13560.92,-14160.96
31,IMAGE,USA,SSP1-19-SPA0-V17,2060,-432.77,105.08,1295.05,1400.13,311448.6,24931,52047.61,76.63,37799.1,81719.84,29672.22,-14248.51
32,IMAGE,USA,SSP1-19-SPA0-V17,2070,-860.56,-334.05,1619.19,1285.13,324874.92,29433.72,66618.77,82.31,54403.5,117301.18,50682.4,-12215.28
33,IMAGE,USA,SSP1-19-SPA0-V17,2080,-1087.4,-556.7,1833.38,1276.68,337684.01,34106.27,83881.62,88.18,76302.96,160442.94,76561.32,-7578.66
34,IMAGE,USA,SSP1-19-SPA0-V17,2090,-1939.22,-1391.72,2573.2,1181.47,349974.81,38878.99,105914.53,95.15,104453.28,210561.94,104647.41,-1461.25
35,IMAGE,USA,SSP1-19-SPA0-V17,2100,-2580.29,-2037.37,3205.24,1167.87,361721.54,43658.08,134806.74,103.48,141213.7,268906.4,134099.65,6406.96
36,IMAGE,World,SSP1-19-SPA0-V17,2020,31604.7,41675.95,1184.02,42859.97,1221099.93,201487.58,1184.02,13.44,,0,-1184.02,
37,IMAGE,World,SSP1-19-SPA0-V17,2030,18183.62,25785.57,3193.92,28979.5,1580297.27,279677.79,23073.77,19.33,0,0,-23073.77,-23073.77
38,IMAGE,World,SSP1-19-SPA0-V17,2040,7039.71,13958.58,5124.13,19082.71,1820608.32,361931.3,64664.06,26.61,0,0,-64664.06,-64664.06
39,IMAGE,World,SSP1-19-SPA0-V17,2050,1611.35,7926.81,6328.23,14255.04,1987297.06,446527.61,121925.86,34.15,0,0,-121925.86,-121925.86
40,IMAGE,World,SSP1-19-SPA0-V17,2060,-1320.87,4760.5,8064.1,12824.59,2122695.21,531640.99,193887.46,41.96,0,0,-193887.46,-193887.46
41,IMAGE,World,SSP1-19-SPA0-V17,2070,-4093.17,1869.05,10380.54,12249.59,2248066.1,615596.62,286110.63,50.52,0,0,-286110.63,-286110.63
42,IMAGE,World,SSP1-19-SPA0-V17,2080,-7023.61,-1178.48,12809.62,11631.14,2367469.74,696928.31,402061.42,59.67,0,0,-402061.42,-402061.42
43,IMAGE,World,SSP1-19-SPA0-V17,2090,-10165.91,-4467.44,15336.23,10868.79,2479969.41,774317.51,542790.69,69.89,0,0,-542790.69,-542790.69
44,IMAGE,World,SSP1-19-SPA0-V17,2100,-13868.24,-8311.09,18548.79,10237.7,2585501.86,846659.73,712215.8,81.26,0,0,-712215.8,-712215.8
45,IMAGE,CHN,SSP2-LF-SPA2-V17,2020,11270.65,14602.51,190.81,14793.32,259091.25,40335.36,190.81,17.28,297.04,25.18,-165.63,106.22
46,IMAGE,CHN,SSP2-LF-SPA2-V17,2030,8026.93,10191.82,280.05,10471.87,385417.23,54542.82,2545.14,28.29,5099.84,1655.34,-889.8,2554.71
47,IMAGE,CHN,SSP2-LF-SPA2-V17,2040,3292.92,4663.55,1179.73,5843.28,466993.01,68556.93,9844.05,37.81,28241.11,11724.21,1880.16,18397.06
48,IMAGE,CHN,SSP2-LF-SPA2-V17,2050,145.02,1295.57,2164.03,3459.6,513507.44,81978.77,26562.83,46.81,76914.18,35039.1,8476.26,50351.34
49,IMAGE,CHN,SSP2-LF-SPA2-V17,2060,-1190.84,-165.31,2384.37,2219.06,541900.75,94508.63,49304.8,54.93,138773.15,65981.53,16676.72,89468.34
50,IMAGE,CHN,SSP2-LF-SPA2-V17,2070,-1637.9,-696.68,2477.64,1780.96,561900.84,105989.48,73614.85,63.32,204510.4,101557.59,27942.73,130895.55
51,IMAGE,CHN,SSP2-LF-SPA2-V17,2080,-1861.58,-989.96,2445.65,1455.69,578084.06,116387.86,98231.31,71.79,268029.4,138474.42,40243.12,169798.1
52,IMAGE,CHN,SSP2-LF-SPA2-V17,2090,-1887.81,-1084.14,2423.28,1339.14,592058.17,125737.35,122575.95,80.51,327618.67,175206.7,52630.74,205042.71
53,IMAGE,CHN,SSP2-LF-SPA2-V17,2100,-2215.68,-1467.67,2658.66,1191,604708.83,134138.6,147985.67,89.33,384042.44,211804.35,63818.68,236056.77
54,IMAGE,IND,SSP2-LF-SPA2-V17,2020,2429.8,3514.77,36.02,3550.79,61946.25,35216.74,36.02,4.98,0,0,-36.02,-36.02
55,IMAGE,IND,SSP2-LF-SPA2-V17,2030,2061.07,3017.89,118.76,3136.65,95383.44,49679.6,809.88,7.92,0,0,-809.88,-809.88
56,IMAGE,IND,SSP2-LF-SPA2-V17,2040,-85.93,767.02,1207.25,1974.26,120937.99,65420.78,7439.91,11.48,0,0,-7439.91,-7439.91
57,IMAGE,IND,SSP2-LF-SPA2-V17,2050,-1081.39,-270.7,1706.96,1436.26,137990.59,82179.48,22010.93,15.75,0,0,-22010.93,-22010.93
58,IMAGE,IND,SSP2-LF-SPA2-V17,2060,-1596.79,-814.98,2005.89,1190.91,151126.41,99599.72,40575.17,20.89,0,0,-40575.17,-40575.17
59,IMAGE,IND,SSP2-LF-SPA2-V17,2070,-1621.07,-862.71,1964.44,1101.73,162589.59,117255.27,60426.81,27.01,0,0,-60426.81,-60426.81
60,IMAGE,IND,SSP2-LF-SPA2-V17,2080,-1652.38,-920.51,1970.36,1049.85,173347.48,134754.64,80100.78,33.98,0,0,-80100.78,-80100.78
61,IMAGE,IND,SSP2-LF-SPA2-V17,2090,-1594.55,-890.81,1962.09,1071.28,183953.12,151773.93,99763.02,41.89,0,0,-99763.02,-99763.02
62,IMAGE,IND,SSP2-LF-SPA2-V17,2100,-1699.45,-1023.84,2100.95,1077.1,194695.02,168074.89,120078.2,50.73,0,0,-120078.2,-120078.2
63,IMAGE,RUS,SSP2-LF-SPA2-V17,2020,1823.39,2449.24,129.82,2579.06,85432.12,4990.29,129.82,18.65,35.78,149.08,19.27,-94.04
64,IMAGE,RUS,SSP2-LF-SPA2-V17,2030,1348.47,1736.49,121.17,1857.66,107615.7,6563.66,1384.75,25.62,538.46,2090.23,705.49,-846.28
65,IMAGE,RUS,SSP2-LF-SPA2-V17,2040,774.33,1053.04,305.07,1358.11,123694.52,8115.99,3515.94,32.23,2757.23,10518.96,7003.02,-758.7
66,IMAGE,RUS,SSP2-LF-SPA2-V17,2050,323.58,566.66,468.21,1034.87,135659.42,9650.93,7382.34,37.09,7322.32,28547.13,21164.79,-60.02
67,IMAGE,RUS,SSP2-LF-SPA2-V17,2060,-199.69,46.94,811.37,858.3,145125.31,11168.57,13780.24,42.52,13203.49,51809.83,38029.59,-576.76
68,IMAGE,RUS,SSP2-LF-SPA2-V17,2070,-251.81,-25.21,819.8,794.59,153389.77,12662.94,21936.08,49.33,19862.53,77268.79,55332.71,-2073.54
69,IMAGE,RUS,SSP2-LF-SPA2-V17,2080,-485.24,-270.89,978.18,707.29,160899.19,14125.81,30925.98,55.8,26819.7,102815.79,71889.81,-4106.29
70,IMAGE,RUS,SSP2-LF-SPA2-V17,2090,-560.68,-356.22,1012.27,656.05,167715.93,15548.62,40878.25,62.6,33878.13,127492.3,86614.06,-7000.12
71,IMAGE,RUS,SSP2-LF-SPA2-V17,2100,-508.09,-313.73,947.93,634.2,174167.2,16924.45,50679.24,70.09,41100.89,151807.17,101127.93,-9578.35
72,IMAGE,USA,SSP2-LF-SPA2-V17,2020,4613.37,5785.43,640.75,6426.19,207662.06,9140.65,640.75,47.93,198.72,413.03,-227.73,-442.03
73,IMAGE,USA,SSP2-LF-SPA2-V17,2030,2299.96,3117.87,963.74,4081.61,260201.04,12694.11,8663.21,54.87,2808.78,5650.59,-3012.61,-5854.43
74,IMAGE,USA,SSP2-LF-SPA2-V17,2040,-975.8,-323.11,2804.05,2480.94,293013.78,16489.72,27502.15,59.96,13389.72,26937.36,-564.79,-14112.43
75,IMAGE,USA,SSP2-LF-SPA2-V17,2050,-1521.09,-897.8,2841.08,1943.28,315134.89,20495.82,55727.84,64.07,34713.89,69404.44,13676.6,-21013.95
76,IMAGE,USA,SSP2-LF-SPA2-V17,2060,-938.46,-351.17,1977.54,1626.37,332983.17,24694.18,79820.97,67.81,61689.67,121124.17,41303.2,-18131.31
77,IMAGE,USA,SSP2-LF-SPA2-V17,2070,-1176.58,-576.02,2044.93,1468.91,348459.6,29072.73,99933.34,71.87,91404.97,174601.78,74668.43,-8528.38
78,IMAGE,USA,SSP2-LF-SPA2-V17,2080,-1772.11,-1134.92,2629.42,1494.5,363276.66,33597.2,123305.08,76.01,121717.02,226141.07,102835.98,-1588.06
79,IMAGE,USA,SSP2-LF-SPA2-V17,2090,-2159.37,-1493.64,3087.16,1593.52,378716.73,38216.41,151887.95,80.46,152037.66,275837.47,123949.52,149.7
80,IMAGE,USA,SSP2-LF-SPA2-V17,2100,-2006.63,-1346.84,2941.85,1595.01,394659.38,42881.58,182032.99,85.18,182649.2,325040.19,143007.2,616.21
81,IMAGE,World,SSP2-LF-SPA2-V17,2020,39671.61,53469.11,839.6,54308.71,1249721.77,201726.07,839.6,13.24,,0,-839.6,
82,IMAGE,World,SSP2-LF-SPA2-V17,2030,26723.62,37007.57,1514.01,38521.58,1713873.21,281721.99,12607.65,17.39,0,0,-12607.65,-12607.65
83,IMAGE,World,SSP2-LF-SPA2-V17,2040,8021.73,16424.18,8933.08,25357.26,2033267.45,367646.28,64843.13,21.28,0,0,-64843.13,-64843.13
84,IMAGE,World,SSP2-LF-SPA2-V17,2050,-256.4,8000.67,13341.09,21341.75,2266762.53,458144.88,176213.98,25.34,0,0,-176213.98,-176213.98
85,IMAGE,World,SSP2-LF-SPA2-V17,2060,-7311.43,469.5,15550.64,16020.14,2453572,551657.43,320672.63,29.94,0,0,-320672.63,-320672.63
86,IMAGE,World,SSP2-LF-SPA2-V17,2070,-9465.91,-1805.45,16573.26,14767.81,2607511.74,646612.74,481292.17,35.56,0,0,-481292.17,-481292.17
87,IMAGE,World,SSP2-LF-SPA2-V17,2080,-9584.52,-1985.48,16285.75,14300.27,2752852.15,741669.36,645587.25,42.16,0,0,-645587.25,-645587.25
88,IMAGE,World,SSP2-LF-SPA2-V17,2090,-9918.8,-2461.41,16623.32,14161.91,2895163.05,835699.03,810132.61,49.97,0,0,-810132.61,-810132.61
89,IMAGE,World,SSP2-LF-SPA2-V17,2100,-9918.1,-2605.14,16706.79,14101.66,3036480.87,927843.74,976783.17,59.13,0,0,-976783.17,-976783.17
90,IMAGE,AFR,SSP1-19-SPA0-V17,2020,1798.35,2792.81,55.38,2848.19,105884.56,21990.57,55.38,2.68,0,0,-55.38,-55.38
91,IMAGE,AFR,SSP1-19-SPA0-V17,2030,1129.79,2027.77,45.65,2073.42,130492.59,33554.21,560.54,4.29,0,0,-560.54,-560.54
92,IMAGE,AFR,SSP1-19-SPA0-V17,2040,849.24,1751.06,94.74,1845.8,150088.67,46948.57,1262.52,7.3,0,0,-1262.52,-1262.52
93,IMAGE,AFR,SSP1-19-SPA0-V17,2050,371.09,1254.94,248.87,1503.81,166836.69,61938.69,2980.56,12.24,0,0,-2980.56,-2980.56
94,IMAGE,AFR,SSP1-19-SPA0-V17,2060,150.2,1060.26,458.46,1518.72,181949.3,78174.5,6517.18,19.56,0,0,-6517.18,-6517.18
95,IMAGE,AFR,SSP1-19-SPA0-V17,2070,-102.31,843.6,716.57,1560.17,197343.76,95285.96,12392.31,29.28,0,0,-12392.31,-12392.31
96,IMAGE,AFR,SSP1-19-SPA0-V17,2080,-208.52,768.28,838.82,1607.09,213180.09,112899.82,20169.23,41.07,0,0,-20169.23,-20169.23
97,IMAGE,AFR,SSP1-19-SPA0-V17,2090,-703.37,293.5,1339.02,1632.52,229378.18,130640.08,31058.42,54.63,0,0,-31058.42,-31058.42
98,IMAGE,AFR,SSP1-19-SPA0-V17,2100,-1500.65,-510.34,2057.68,1547.34,245277.49,148161.39,48041.92,69.49,0,0,-48041.92,-48041.92
99,IMAGE,AFR,SSP2-LF-SPA2-V17,2020,2726.2,4053.37,28.89,4082.26,108969.73,22057.02,28.89,2.64,0,0,-28.89,-28.89
100,IMAGE,AFR,SSP2-LF-SPA2-V17,2030,1692.63,2850.62,0,2850.62,143634.11,34137.42,173.31,3.72,0,0,-173.31,-173.31
101,IMAGE,AFR,SSP2-LF-SPA2-V17,2040,724.38,1867.57,193.33,2060.9,168191.69,48638.41,1139.97,5.24,0,0,-1139.97,-1139.97
102,IMAGE,AFR,SSP2-LF-SPA2-V17,2050,951.3,2219.59,381.91,2601.5,191503.7,65516.62,4016.18,7.57,0,0,-4016.18,-4016.18
103,IMAGE,AFR,SSP2-LF-SPA2-V17,2060,-20.31,1219.41,624.66,1844.07,213731.56,84560.94,9049.03,11.11,0,0,-9049.03,-9049.03
104,IMAGE,AFR,SSP2-LF-SPA2-V17,2070,-65.08,1246.67,797.44,2044.1,233172.43,105457.59,16159.51,16.2,0,0,-16159.51,-16159.51
105,IMAGE,AFR,SSP2-LF-SPA2-V17,2080,284.68,1638.89,567.35,2206.24,254424.15,127868.22,22983.44,23.09,0,0,-22983.44,-22983.44
106,IMAGE,AFR,SSP2-LF-SPA2-V17,2090,125.27,1476.29,582.07,2058.37,275747.19,151418.44,28730.55,31.99,0,0,-28730.55,-28730.55
107,IMAGE,AFR,SSP2-LF-SPA2-V17,2100,55.68,1435.27,733.93,2169.2,296885.01,175733.67,35310.58,43,0,0,-35310.58,-35310.58
108,IMAGE,MEA,SSP1-19-SPA0-V17,2020,1948.12,2449.95,16.93,2466.88,78769.91,10746.03,16.93,0,,53.62,36.69,
109,IMAGE,MEA,SSP1-19-SPA0-V17,2030,1330.24,1715.52,93.13,1808.65,100147.57,15478.1,567.24,0,0,770.94,203.7,-567.24
110,IMAGE,MEA,SSP1-19-SPA0-V17,2040,508.98,869.69,145.11,1014.8,114264.86,20640.3,1758.48,0,0,1553.1,-205.38,-1758.48
111,IMAGE,MEA,SSP1-19-SPA0-V17,2050,325.18,673.61,158.34,831.95,123498.65,26107.49,3275.75,0,0,1885.29,-1390.47,-3275.75
112,IMAGE,MEA,SSP1-19-SPA0-V17,2060,189.81,532.97,217,749.97,131408.26,31731.99,5152.46,0,0,1816.84,-3335.62,-5152.46
113,IMAGE,MEA,SSP1-19-SPA0-V17,2070,-6.5,326.52,356.38,682.9,138572.58,37371.23,8019.33,0,0,1132.33,-6887,-8019.33
114,IMAGE,MEA,SSP1-19-SPA0-V17,2080,-286.78,35.52,600.07,635.59,145165.01,42898.59,12801.58,0,0,0,-12801.58,-12801.58
115,IMAGE,MEA,SSP1-19-SPA0-V17,2090,-653.74,-335.54,920.85,585.32,151269.54,48199.93,20406.21,0,0,0,-20406.21,-20406.21
116,IMAGE,MEA,SSP1-19-SPA0-V17,2100,-1233.54,-918.27,1436.93,518.66,156789.44,53178.89,32195.14,0,0,0,-32195.14,-32195.14
117,IMAGE,MEA,SSP2-LF-SPA2-V17,2020,2338.81,2990.93,8.52,2999.45,80101.34,10764.51,8.52,0,,36.68,28.16,
118,IMAGE,MEA,SSP2-LF-SPA2-V17,2030,1595.89,2129.46,22.84,2152.31,105860.13,15642.9,165.34,0,0,330.3,164.95,-165.34
119,IMAGE,MEA,SSP2-LF-SPA2-V17,2040,469.4,914.3,534.98,1449.27,123868.03,21110.92,2954.44,0,0,949.55,-2004.89,-2954.44
120,IMAGE,MEA,SSP2-LF-SPA2-V17,2050,-209.95,233.7,818.75,1052.45,136376.66,27075.74,9723.07,0,0,783.93,-8939.14,-9723.07
121,IMAGE,MEA,SSP2-LF-SPA2-V17,2060,-492.66,-39.35,976.18,936.83,146323.09,33414.19,18697.73,0,0,0,-18697.73,-18697.73
122,IMAGE,MEA,SSP2-LF-SPA2-V17,2070,-539.84,-83.81,959.03,875.22,155383.36,39988.13,28373.79,0,0,0,-28373.79,-28373.79
123,IMAGE,MEA,SSP2-LF-SPA2-V17,2080,-499.57,-46,853.47,807.48,163796.83,46670.2,37436.29,0,0,0,-37436.29,-37436.29
124,IMAGE,MEA,SSP2-LF-SPA2-V17,2090,-444.6,1.09,803.65,804.74,171857.89,53358.38,45721.89,0,0,0,-45721.89,-45721.89
125,IMAGE,MEA,SSP2-LF-SPA2-V17,2100,-377.25,66.32,764.86,831.18,180037.46,59981.58,53564.45,0,0,0,-53564.45,-53564.45
126,IMAGE,LAM,SSP1-19-SPA0-V17,2020,2739.9,4143.23,0,4143.23,126017.65,16857.01,0,13.39,0,93.75,93.75,0
127,IMAGE,LAM,SSP1-19-SPA0-V17,2030,1378.85,2587.63,48.01,2635.64,159911.98,23399.05,240.03,18.55,0,1682.69,1442.66,-240.03
128,IMAGE,LAM,SSP1-19-SPA0-V17,2040,1125.15,2360.55,233.87,2594.42,186062.27,30158.28,1649.42,25.9,0,5111.85,3462.43,-1649.42
129,IMAGE,LAM,SSP1-19-SPA0-V17,2050,209.8,1333.41,429.37,1762.78,207848.27,36961.86,4965.66,34.65,4342.73,11186.01,6220.35,-622.93
130,IMAGE,LAM,SSP1-19-SPA0-V17,2060,-164.11,942.22,725.6,1667.82,225001.29,43647.5,10740.54,44.47,14847.13,19563.19,8822.65,4106.59
131,IMAGE,LAM,SSP1-19-SPA0-V17,2070,-601.72,513.27,1191.51,1704.77,241864.27,50086.69,20326.1,54.96,29686.32,31811.94,11485.85,9360.23
132,IMAGE,LAM,SSP1-19-SPA0-V17,2080,-1070.89,39.84,1573.84,1613.68,258456.52,56184.69,34152.82,65.99,49909.94,48891.87,14739.05,15757.12
133,IMAGE,LAM,SSP1-19-SPA0-V17,2090,-1444.21,-353.89,1895.23,1541.35,274231.65,61853.48,51498.17,78.12,76090.89,71099.95,19601.78,24592.71
134,IMAGE,LAM,SSP1-19-SPA0-V17,2100,-1901.85,-831.75,2303.68,1471.93,289298.03,67000.22,72492.72,91.73,109753.25,99715.51,27222.79,37260.53
135,IMAGE,LAM,SSP2-LF-SPA2-V17,2020,3400.49,5208.19,0,5208.19,128680.06,16880.26,0,13.32,104.53,65.92,65.92,104.53
136,IMAGE,LAM,SSP2-LF-SPA2-V17,2030,2203.49,3692.49,0,3692.49,173183.46,23601.19,0,17.13,522.64,914.23,914.23,522.64
137,IMAGE,LAM,SSP2-LF-SPA2-V17,2040,1326.15,2712.93,285.69,2998.62,206638.98,30722.74,1428.46,21.38,6347.55,4902.08,3473.62,4919.09
138,IMAGE,LAM,SSP2-LF-SPA2-V17,2050,807.42,2236.53,700.36,2936.89,236316.54,38093.5,6358.74,26.46,21598.73,15535.68,9176.94,15240
139,IMAGE,LAM,SSP2-LF-SPA2-V17,2060,-480.86,892.04,1388.44,2280.49,262403.43,45558.96,16802.76,32.68,43120.14,32444.38,15641.62,26317.38
140,IMAGE,LAM,SSP2-LF-SPA2-V17,2070,-1023.66,353.7,1850.55,2204.25,284827.11,52987.99,32997.7,40.07,69323.72,53726.74,20729.04,36326.02
141,IMAGE,LAM,SSP2-LF-SPA2-V17,2080,-637.44,751.37,1478.36,2229.73,306997.03,60286.72,49642.24,48.78,98592.58,78893.51,29251.27,48950.34
142,IMAGE,LAM,SSP2-LF-SPA2-V17,2090,-366.49,1015.42,1220.05,2235.47,329323.06,67385.42,63134.3,58.92,130576.81,107364.22,44229.92,67442.5
143,IMAGE,LAM,SSP2-LF-SPA2-V17,2100,-329.44,1042.44,1131.6,2174.04,351370.64,74241.76,74892.56,70.52,165628.87,138548.11,63655.55,90736.31
144,IMAGE,EUR,SSP1-19-SPA0-V17,2020,3009.16,3773.13,378.51,4151.64,150363.45,15714.25,378.51,30.5,327.33,216.65,-161.86,-51.17
145,IMAGE,EUR,SSP1-19-SPA0-V17,2030,1453.33,1959.77,665.51,2625.28,184248.05,21329.65,5598.58,36.11,5211.05,3871.54,-1727.04,-387.53
146,IMAGE,EUR,SSP1-19-SPA0-V17,2040,567.9,1004.12,861.08,1865.2,206700.45,27082.51,13231.51,43.14,13981.13,10484.34,-2747.18,749.62
147,IMAGE,EUR,SSP1-19-SPA0-V17,2050,11.9,400.06,936.38,1336.44,222708.64,32950.09,22218.81,50.09,24654.41,19628.28,-2590.53,2435.6
148,IMAGE,EUR,SSP1-19-SPA0-V17,2060,-303.89,57.31,1066.81,1124.12,235011.43,38893.04,32234.76,57.31,37323.6,30744.25,-1490.5,5088.85
149,IMAGE,EUR,SSP1-19-SPA0-V17,2070,-1089.7,-739.45,1737.9,998.45,245624.28,44844.74,46258.3,65.66,54299.41,44170.2,-2088.1,8041.1
150,IMAGE,EUR,SSP1-19-SPA0-V17,2080,-1204.92,-861.85,1851.7,989.85,255565.8,50722.87,64206.32,74.49,76925.97,60220.78,-3985.54,12719.65
151,IMAGE,EUR,SSP1-19-SPA0-V17,2090,-1350.69,-1028.03,1965.69,937.66,265203.37,56439.95,83293.28,84.35,106103.17,78861.12,-4432.16,22809.89
152,IMAGE,EUR,SSP1-19-SPA0-V17,2100,-1366.26,-1047.84,1963.43,915.59,274469.64,61918.55,102938.87,95.6,144230.02,100527.7,-2411.17,41291.15
153,IMAGE,EUR,SSP2-LF-SPA2-V17,2020,3517.85,4506.45,326.03,4832.48,152065.56,15709.47,326.03,30.44,203.54,149.7,-176.33,-122.5
154,IMAGE,EUR,SSP2-LF-SPA2-V17,2030,2227.49,2907.57,489.44,3397.01,193213.01,21290.09,4403.41,35.15,2798.33,1966.96,-2436.45,-1605.08
155,IMAGE,EUR,SSP2-LF-SPA2-V17,2040,896.97,1443.46,1048.63,2492.09,222658.5,26969.32,12093.76,40.61,13267.92,9810.96,-2282.8,1174.16
156,IMAGE,EUR,SSP2-LF-SPA2-V17,2050,142.02,679.46,1238.58,1918.04,244709.14,32714.29,23529.78,46.69,34825.26,26903.7,3373.92,11295.47
157,IMAGE,EUR,SSP2-LF-SPA2-V17,2060,-355.93,164.96,1381.1,1546.07,262029.65,38487.55,36628.17,53.67,63046.6,49312.73,12684.56,26418.43
158,IMAGE,EUR,SSP2-LF-SPA2-V17,2070,-820.81,-311.12,1676.43,1365.31,276586.53,44241.74,51915.85,62.02,95350.95,74137.28,22221.43,43435.1
159,IMAGE,EUR,SSP2-LF-SPA2-V17,2080,-689.07,-186.42,1517.05,1330.63,290066.24,49935.77,67883.27,70.94,129588.96,99262.46,31379.19,61705.69
160,IMAGE,EUR,SSP2-LF-SPA2-V17,2090,-875.69,-384.57,1711.12,1326.55,303352.14,55540.9,84024.09,80.62,165181.75,124231.92,40207.83,81157.67
